"Niveau 1";"Niveau 2";"Niveau 3";"Niveau 4";"Niveau 5";"Niveau 6";"Niveau 7";"Niveau 8";"Niveau 9";"Priorité";"Progression";"Date de début";"Échéance";"Durée (jours)";Effort (jours);"Jalon";"Ressources";
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Crédit à la consommation";"53 Prêt d'argent, crédit-bail (ou leasing), cautionnement";"53J";"53J Cautionnement - Recours de la caution qui a payé contre le débiteur principal ou contre une autre caution";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Crédit à la consommation";"53 Prêt d'argent, crédit-bail (ou leasing), cautionnement";"53L";"53L Autres demandes relatives au cautionnement";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52A";"52A Demande en paiement des fermages ou loyers et/ou tendant à faire prononcer ou constater la résiliation du bail pour défaut de paiement et prononcer l'expulsion";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52B";"52B Demande tendant à l'exécution des autres obligations du preneur et/ou tendant à faire prononcer la résiliation et l'expulsion pour un motif autre que le non paiement des loyers";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52C";"52C Demande formée par le bailleur ou le preneur relative à la poursuite ou au renouvellement du bail";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52D";"52D Demande en paiement de dommages-intérêts formée par le bailleur en fin de bail en raison de dégradations ou de pertes imputables au preneur";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52E";"52E Demande du preneur tendant à faire exécuter ou à être autorisé à exécuter des travaux à la charge du bailleur";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52F";"52F Demande en paiement des indemnités dues en fin de bail au preneur sortant";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52G";"52G Demande relative à l'exercice du droit de préemption du preneur";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.4. Hors surendettement";"Baux ruraux";"52 Baux ruraux";"52Z";"52Z Autres demandes relatives à un bail rural";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.5. Référés";;;;;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"3. JCP";"3.6. Autres contentieux de la protection";;;;;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.1. Rétention des étrangers";"14 Droits attachés à la personne";"14G";"14G Demande d'autorisation relative à la rétention et au maintien en zone d'attente d'un étranger";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.1. Rétention des étrangers";"14 Droits attachés à la personne";"14H";"14H Demande de mainlevée de la rétention formée devant le juge des libertés et de la détention par l'étranger";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.1. Rétention des étrangers";"14 Droits attachés à la personne";"14N";"14N Contestation de la légalité de l'arrêté de placement en rétention devant le juge des libertés et de la détention par l'étranger";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.1. Rétention des étrangers";"14 Droits attachés à la personne";"14Q";"14Q Demande d'autorisation de prolongation des mesures de rétention prises à l'encontre des étrangers en situation irrégulière";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.1. Rétention des étrangers";"14 Droits attachés à la personne";"14R";"14R Demande d'autorisation de maintien en zone d'attente d'un étranger demandant son admission sur le territoire français";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.2. Hospitalisations sous contrainte";"14 Droits attachés à la personne";"14C";;;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.2. Hospitalisations sous contrainte";"14 Droits attachés à la personne";"14I";"14I Demande de mainlevée d'une mesure d'hospitalisation complète par le patient ou toute personne agissant dans son intérêt";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.2. Hospitalisations sous contrainte";"14 Droits attachés à la personne";"14J";"14I Demande de mainlevée d'une mesure d'hospitalisation complète par le patient ou toute personne agissant dans son intérêt";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.2. Hospitalisations sous contrainte";"14 Droits attachés à la personne";"14K";"14K Demande de contrôle obligatoire périodique de la nécessité d'une mesure d'hospitalisation complète";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.2. Hospitalisations sous contrainte";"14 Droits attachés à la personne";"14L";"14L Demande de contrôle de la nécessité d'une mesure d'hospitalisation complète en cas de désaccord entre psychiatres et préfet";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.2. Hospitalisations sous contrainte";"Saisines sur mesures de contention et de mise à l’isolement";;;;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.3. Autres JLD civil";"Contentieux de la quarantaine";"14 Droits attachés à la personne";"14O";"14O Demande de prolongation d'une mesure de quarantaine ou d'isolement";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.3. Autres JLD civil";"Contentieux de la quarantaine";"14 Droits attachés à la personne";"14P";"14P Demande de mainlevée d'une mesure de quarantaine ou d'isolement";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.3. Autres JLD civil";"Contentieux de la quarantaine";"14 Droits attachés à la personne";"14S";"14S Demande de mainlevée d'une mesure d'isolement et/ou de contention formée à titre principal";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"5. JLD civil";"5.3. Autres JLD civil";"Visites domiciliaires";"78U";"78U Demande d'autorisation d'une visite et/ou d'une saisie et/ou d'une mesure conservatoire formée devant le JLD";;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"6. JE";"6.1. Activité civile";"AE";;;;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"6. JE";"6.1. Activité civile";"MAGBF";;;;;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"6. JE";"6.1. Activité civile";"Autres activités civiles";"16 Majeurs protégés : ouverture d'un régime de protection";"16A";"16A Appel d'une décision relative à l'organisation ou la prolongation d'une protection judiciaire en faveur d'un jeune majeur";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"6. JE";"6.1. Activité civile";"Autres activités civiles";"27 Autorité parentale";"27G";"27G Recours en matière de mesure judiciaire d'aide à la gestion du budget familial";;;;;;;;;;
"Contentieux civils et sociaux";"Siège spécialisé";"6. JE";"6.1. Activité civile";"Autres activités civiles";"27 Autorité parentale";"27H";"27H Recours contre une mesure relative à l'assistance éducative";;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"6. JE";"6.2. Activité pénale";" mesures pré-sententielles";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"6. JE";"6.2. Activité pénale";"phase de jugement";"tribunal pour enfants";;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"6. JE";"6.2. Activité pénale";"phase de jugement";"chambre du conseil";;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"6. JE";"6.2. Activité pénale";" mesures post-sententielles";"en milieu ouvert";;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"6. JE";"6.2. Activité pénale";" mesures post-sententielles";"en milieu fermé";;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"8. JI";"8.1. Service général";;;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"8. JI";"8.2. JIRS éco-fi";;;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"8. JI";"8.3. JIRS crim-org";;;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"8. JI";"8.4. Sections spécialisées";;;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"SME";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"STIG et TIG";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Jours-amendes";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Placements extérieurs";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Semi-libertés";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Article 723-15 du CPP";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"PSEM";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"SSJ";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"PSE";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Interdictions de séjour";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Surveillances judiciaires ou de sûreté";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Libérations conditionnelles";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.1. Milieu ouvert";"Contraintes pénales";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.2. Milieu fermé";"Libérations sous contrainte";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.2. Milieu fermé";"Débats contradictoire, et hors débats contradictoire milieu fermé";;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.3. Ordonnances hors CAP";;;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"9. JAP";"9.4. Autres JAP";;;;;;;;;;;;;;
"Affaires pénales";"Siège spécialisé";"10. JLD pénal";;;;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience collégiale";"JIRS";"Eco-fi";;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience collégiale";"JIRS";"Crim-org";;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience collégiale";"Hors JIRS";"Contentieux général";;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience collégiale";"Hors JIRS";"Eco-fi";;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience collégiale";"Hors JIRS";"Autres sections spécialisées";;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience à juge unique";"Contentieux général";;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience à juge unique";"Contentieux routier";;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience de comparution immédiate";;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.1. Tribunal correctionnel";"Audience CPPV";;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.2. CRPC";;;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.3. OP correctionnelle";;;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.4. Composition pénale";;;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.5. Cour d'assises";;;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.6. Tribunal de police";"4ème classe";;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.6. Tribunal de police";"5ème classe";;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.7. OP contraventionnelles";;;;;;;;;;;;;;
"Affaires pénales";"Siège Non Spécialisé";"7. Pénal";"7.8. Autres siège pénal";;;;;;;;;;;;;;
"Autres activités";"Activités de soutien";"11. Soutien";"11.1. Activités non juridictionnelles (DDG)";;;;;;;;;;;;;;
"Autres activités";"Activités de soutien";"11. Soutien";"11.2. Formations suivies";;;;;;;;;;;;;;
"Autres activités";"Activités de soutien";"11. Soutien";"11.3. Formations dispensées";;;;;;;;;;;;;;
"Autres activités";"Activités de soutien";"11. Soutien";"11.4. Accès au droit";;;;;;;;;;;;;;
"Autres activités";"Activités de soutien";"11. Soutien";"11.5. CSM";;;;;;;;;;;;;;
"Autres activités";"Activités de soutien";"11. Soutien";"11.6. Autres activités de soutien";;;;;;;;;;;;;;
